,시설종류,대상시설명,행정구역,경도,위도,다발지역사고건수,다발지역KSI,스쿨존사고건수,스쿨존KSI,ARI
1638,초등학교,가원초등학교,송파구,127.1110221,37.4894409751,0,0,0,0,0.0
1453,특수학교,하비에르국제학교,종로구,126.9562416352,37.6113468712,0,0,0,0,0.0
1194,어린이집,오르다어린이집,동대문구,127.0577463,37.57180533,0,0,0,0,0.0
1442,어린이집,엔젤키즈어린이집,종로구,126.960504,37.5985179,0,0,0,0,0.0
1641,초등학교,거여초등학교,송파구,127.1409872048,37.505169417,0,0,0,0,0.0
1195,어린이집,우아세어린이집,동대문구,127.0577034,37.57114155,0,0,0,0,0.0
1639,초등학교,가주초등학교,송파구,127.1292781057,37.4965216,0,0,0,0,0.0
1440,특수학교,수도사랑의학교,종로구,126.965217,37.574721,0,0,0,0,0.0
1197,어린이집,구청(직장)어린이집,동대문구,127.0391472,37.57530824,0,0,0,0,0.0
1634,유치원,상암초교병설유치원,마포구,126.89234209370001,37.5763366011,0,0,0,0,0.0
1439,유치원,세종유치원,종로구,126.9700191676,37.575477,0,0,0,0,0.0
1200,어린이집,연세어린이집,동대문구,127.0704404,37.57607996,0,0,0,0,0.0
1201,어린이집,새하늘어린이집,동대문구,127.053698,37.587691,0,0,0,0,0.0
1202,어린이집,언덕위하얀어린이집,동대문구,127.032297,37.584058,0,0,0,0,0.0
1636,초등학교,가동초등학교,송파구,127.1300168827,37.4974117311,0,0,0,0,0.0
1455,초등학교,"교동, 운현초등학교",종로구,126.9874208785,37.5750623613,0,0,0,0,0.0
1635,초등학교,상지초교,마포구,126.8820758168,37.579750568200005,0,0,0,0,0.0
1168,어린이집,동대문어린이집,동대문구,127.0512824,37.57180206,0,0,0,0,0.0
1607,어린이집,신석어린이집,마포구,126.9365298233,37.542451501799995,0,0,0,0,0.0
1613,유치원,마포대진유치원,마포구,126.9193140923,37.561824,0,0,0,0,0.0
1323,초등학교,안천초등학교,금천구,126.888356,37.45874483,0,0,0,0,0.0
1315,어린이집,새라 어린이집,금천구,126.9030156,37.46010481,0,0,0,0,0.0
1316,어린이집,새롬어린이집,금천구,126.906212,37.46492837,0,0,0,0,0.0
1550,초등학교,문정초등학교,송파구,127.12901190870001,37.4890731161,0,0,0,0,0.0
1317,어린이집,샛별 어린이집,금천구,126.8926703,37.47257779,0,0,0,0,0.0
1318,유치원,시내유치원,금천구,126.8912876,37.47615506,0,0,0,0,0.0
1388,초등학교,신자초등학교,광진구,127.073328,37.530315,0,0,0,0,0.0
1387,유치원,한신,서초구,127.004773,37.509045,0,0,0,0,0.0
1549,초등학교,문덕초등학교,송파구,127.1277298134,37.4851785527,0,0,0,0,0.0
1386,어린이집,반포종합사회복지관 사랑의,서초구,127.01099365729999,37.5099520523,0,0,0,0,0.0
1551,초등학교,문현초등학교,송파구,127.130244,37.482753,0,0,0,0,0.0
1501,어린이집,버들어린이집,송파구,127.131429,37.4813000826,0,0,0,0,0.0
1384,특수학교,나래학교,서초구,127.05149848069999,37.464024978000005,0,0,0,0,0.0
1327,어린이집,옥계어린이집,금천구,126.9003034,37.460122,0,0,0,0,0.0
1381,어린이집,현대양재,서초구,127.052131,37.462332,0,0,0,0,0.0
1329,어린이집,정심 어린이집,금천구,126.90726200000002,37.467721,0,0,0,0,0.0
1504,어린이집,석촌호수어린이집,송파구,127.1014705,37.506100147199994,0,0,0,0,0.0
1374,어린이집,반포1동,서초구,127.018467,37.5100004933,0,0,0,0,0.0
1333,어린이집,양지2어린이집(진행중),서초구,127.0704274311,37.463467938499996,0,0,0,0,0.0
1314,어린이집,새길어린이집,금천구,126.907423,37.440234,0,0,0,0,0.0
1389,초등학교,자양초등학교,광진구,127.07973959290001,37.536965,0,0,0,0,0.0
1506,어린이집,아산병원어린이집,송파구,127.11068152700001,37.529600861999995,0,0,0,0,0.0
1302,어린이집,독산본동어린이집,금천구,126.9025099,37.47741906,0,0,0,0,0.0
1292,초등학교,정목초교,양천구,126.870051,37.536528845700005,0,0,0,0,0.0
1293,초등학교,남명초교,양천구,126.854084,37.515684,0,0,0,0,0.0
1391,초등학교,양남초등학교,광진구,127.089234331,37.531123236,0,0,0,0,0.0
1297,초등학교,신동,서초구,127.011389,37.517128,0,0,0,0,0.0
1298,어린이집,산성몬테소리,서초구,127.0110376411,37.505248531999996,0,0,0,0,0.0
1558,초등학교,송례초등학교,송파구,127.1384396584,37.4778899463,0,0,0,0,0.0
1300,어린이집,한울 아트스쿨,금천구,126.9045858,37.47459671,0,0,0,0,0.0
1301,어린이집,해솔예술어린이집,금천구,126.9007427,37.46300863,0,0,0,0,0.0
1303,유치원,독산유치원,금천구,126.900288,37.46434175,0,0,0,0,0.0
1311,초등학교,문성초등학교,금천구,126.899464,37.47491168,0,0,0,0,0.0
1304,초등학교,독산초등학교,금천구,126.8997128,37.46565673,0,0,0,0,0.0
1557,초등학교,세륜초등학교,송파구,127.1341356,37.518559072399995,0,0,0,0,0.0
1390,초등학교,장안초등학교,광진구,127.0724024679,37.5498764502,0,0,0,0,0.0
1306,유치원,동산 유치원,금천구,126.8995644,37.47631586,0,0,0,0,0.0
1307,초등학교,두산초등학교,금천구,126.8911418,37.46651028,0,0,0,0,0.0
1308,어린이집,모아래 어린이집,금천구,126.891023,37.47700276,0,0,0,0,0.0
1309,초등학교,문교초등학교,금천구,126.9088159,37.46672027,0,0,0,0,0.0
1555,초등학교,삼전초등학교,송파구,127.09326937530001,37.5016992068,0,0,0,0,0.0
1373,어린이집,서초,서초구,127.000248,37.4746784883,0,0,0,0,0.0
1334,어린이집,sot어학원(진행중),서초구,127.0109381306,37.4999272015,0,0,0,0,0.0
1612,유치원,대진유치원,마포구,126.9164207346,37.5621879,0,0,0,0,0.0
1526,유치원,별나라유치원,송파구,127.1257877,37.481381,0,0,0,0,0.0
1528,유치원,생명나무유치원,송파구,127.1291601962,37.4780013673,0,0,0,0,0.0
1512,어린이집,천마어린이집,송파구,127.156427,37.492714,0,0,0,0,0.0
1527,유치원,불광유치원,송파구,127.10210890000002,37.5069141126,0,0,0,0,0.0
1363,초등학교,방현,서초구,126.990074,37.476504,0,0,0,0,0.0
1348,어린이집,서초남서울어린이집,서초구,127.000883,37.506831,0,0,0,0,0.0
1349,어린이집,남태령어린이집,서초구,126.98878536389999,37.465897,0,0,0,0,0.0
1350,특수학교,다니엘학교,서초구,127.092318,37.460163,0,0,0,0,0.0
1351,유치원,서울청계숲,서초구,127.057744,37.447737,0,0,0,0,0.0
1352,어린이집,청계산반디빅스맘,서초구,127.0571636741,37.4475049171,0,0,0,0,0.0
1510,어린이집,잠실어린이집,송파구,127.1048011,37.52171705,0,0,0,0,0.0
1517,특수학교,한국육영학교,송파구,127.1325048307,37.4820482,0,0,0,0,0.0
1353,특수학교,서울프랑스학교,서초구,126.9978407868,37.4958298207,0,0,0,0,0.0
1360,유치원,우암초교병설,서초구,127.023722,37.472296,0,0,0,0,0.0
1359,초등학교,우암,서초구,127.023722,37.472296,0,0,0,0,0.0
1355,초등학교,언남,서초구,127.0614365825,37.4541133292,0,0,0,0,0.0
1518,초등학교,위례별초등학교,송파구,127.1450399,37.47908578,0,0,0,0,0.0
1523,유치원,꿈밭유치원,송파구,127.07421200000002,37.507822,0,0,0,0,0.0
1356,유치원,언남초교병설,서초구,127.0614365825,37.4541133292,0,0,0,0,0.0
1364,어린이집,서초중앙,서초구,126.989054,37.476768,0,0,0,0,0.0
1508,어린이집,예랑어린이집,송파구,127.102431,37.5044991364,0,0,0,0,0.0
1543,유치원,햇빛유치원,송파구,127.114124,37.520487,0,0,0,0,0.0
1538,유치원,위례 솔가람유치원,송파구,127.1409678,37.47801670000001,0,0,0,0,0.0
1542,유치원,제일무궁화유치원,송파구,127.1309801,37.4947364657,0,0,0,0,0.0
1336,초등학교,가산초등학교,금천구,126.8963297,37.47816515,0,0,0,0,0.0
1337,어린이집,개미 어린이집,금천구,126.905858,37.47304288,0,0,0,0,0.0
1372,유치원,새성민,서초구,126.996119,37.480657,0,0,0,0,0.0
1338,초등학교,금나래초등학교,금천구,126.896205,37.458229,0,0,0,0,0.0
1370,초등학교,잠원,서초구,126.998053,37.501859,0,0,0,0,0.0
1340,초등학교,금산초등학교,금천구,126.9080871,37.44144269,0,0,0,0,0.0
1539,유치원,은선유치원,송파구,127.126346,37.4921682746,0,0,0,0,0.0
1536,유치원,아주유치원,송파구,127.0757669,37.50582752,0,0,0,0,0.0
1365,초등학교,서일,서초구,127.022161,37.48529600000001,0,0,0,0,0.0
1535,유치원,아이코리아새세대유치원,송파구,127.13404368200001,37.482756856900004,0,0,0,0,0.0
1343,어린이집,기쁨 어린이집,금천구,126.8934789,37.46413648,0,0,0,0,0.0
1369,초등학교,방일,서초구,126.998851,37.485204,0,0,0,0,0.0
1530,유치원,세륜병설유치원,송파구,127.1341356,37.518559072399995,0,0,0,0,0.0
1368,유치원,천사,서초구,127.03179904059999,37.4750404702,0,0,0,0,0.0
1367,초등학교,양재,서초구,127.031894,37.474164,0,0,0,0,0.0
1345,초등학교,서울교대부설,서초구,127.0154245376,37.4907404857,0,0,0,0,0.0
1366,초등학교,신중,서초구,127.00934325450001,37.4801578791,0,0,0,0,0.0
1291,초등학교,월촌초교,양천구,126.876258,37.540695,0,0,0,0,0.0
1290,초등학교,영도초교,양천구,126.871944,37.535952,0,0,0,0,0.0
1289,초등학교,양화초교,양천구,126.87398600000002,37.5436692981,0,0,0,0,0.0
1590,초등학교,공연초교,노원구,127.0745082,37.62754924,0,0,0,0,0.0
1254,초등학교,원효초교,용산구,126.95154709999998,37.53616243,0,0,0,0,0.0
1596,어린이집,KDB어린이집,영등포구,126.920824,37.52712141,0,0,0,0,0.0
1595,초등학교,창서초등학교,서대문구,126.9334788,37.55814161,0,0,0,0,0.0
1479,어린이집,월계1동어린이집,노원구,127.062417,37.62090696,0,0,0,0,0.0
1594,초등학교,금화초등학교,서대문구,126.9629404,37.568806,0,0,0,0,0.0
1593,초등학교,홍제초등학교,서대문구,126.9454227,37.59350636,0,0,0,0,0.0
1592,초등학교,인왕초등학교,서대문구,126.94480459999998,37.59021925,0,0,0,0,0.0
1591,초등학교,이대부속초등학교,서대문구,126.9427752,37.5611486,0,0,0,0,0.0
1256,초등학교,서빙고초교(병설유치원),용산구,126.99230040129999,37.52206964,0,0,0,0,0.0
1253,초등학교,용암초교,용산구,126.9894356,37.54530443,0,0,0,0,0.0
1257,초등학교,보광초교,용산구,126.9963931,37.53253948,0,0,0,0,0.0
1587,초등학교,신상계초교,노원구,127.0758263316,37.6675178246,0,0,0,0,0.0
1258,초등학교,한남초교(병설유치원),용산구,127.0055986,37.5392032,0,0,0,0,0.0
1480,어린이집,하계어린이집,노원구,127.076531,37.636955,0,0,0,0,0.0
1583,초등학교,한천초교,노원구,127.0692456,37.62070855,0,0,0,0,0.0
1582,초등학교,녹천초교,노원구,127.063113,37.62850733,0,0,0,0,0.0
1579,초등학교,동일초교,노원구,127.0541716,37.6648142,0,0,0,0,0.0
1578,초등학교,상경초교,노원구,127.0516731,37.67055277,0,0,0,0,0.0
1597,초등학교,고은초등학교,서대문구,126.9439752,37.585093,0,0,0,0,0.0
1478,어린이집,예뜨랑어린이집,노원구,127.073031,37.62203611,0,0,0,0,0.0
1288,초등학교,양목초교,양천구,126.861471,37.523917,0,0,0,0,0.0
1250,어린이집,구립맑은숲 어린이집,용산구,127.0032951,37.54503816,0,0,0,0,0.0
1611,유치원,나사렛유치원,마포구,126.89038219999999,37.574335999999995,0,0,0,0,0.0
1247,어린이집,동빙고어린이집,용산구,126.9940089,37.52360144,0,0,0,0,0.0
1248,어린이집,이태원삼성어린이집,용산구,126.9953973,37.53534696,0,0,0,0,0.0
1610,어린이집,노고산어린이집,마포구,126.93843580000001,37.5546015961,0,0,0,0,0.0
1249,어린이집,한남어린이집,용산구,127.0004933,37.53456498,0,0,0,0,0.0
1609,어린이집,동교어린이집,마포구,126.9301259952,37.5562356,0,0,0,0,0.0
1476,어린이집,상계4동어린이집,노원구,127.083211,37.671925,0,0,0,0,0.0
1408,유치원,반포초교병설,서초구,126.99097900000001,37.503333000000005,0,0,0,0,0.0
1407,초등학교,반포,서초구,126.99103600000001,37.502987,0,0,0,0,0.0
1477,어린이집,공릉2동어린이집,노원구,127.082366,37.624563,0,0,0,0,0.0
1608,어린이집,아이빛어린이집,마포구,126.9294899956,37.5490284045,0,0,0,0,0.0
1521,유치원,거여병설유치원,송파구,127.1409872048,37.505169417,0,0,0,0,0.0
1606,어린이집,서강어린이집,마포구,126.92820400000001,37.552022559899996,0,0,0,0,0.0
1251,특수학교,용산국제학교,용산구,127.00113600000002,37.54102695,0,0,0,0,0.0
1605,유치원,영생,서초구,126.995664,37.505005,0,0,0,0,0.0
1604,특수학교,덜위치칼리지서울영국학교,서초구,126.99534078020001,37.5042903762,0,0,0,0,0.0
1603,초등학교,계성,서초구,126.996824,37.504915,0,0,0,0,0.0
1252,특수학교,독일인학교,용산구,127.012161,37.53781156,0,0,0,0,0.0
1577,초등학교,상원초교,노원구,127.0597184,37.66767304,0,0,0,0,0.0
1576,초등학교,풍성초등학교,송파구,127.11441935040001,37.5265519152,0,0,0,0,0.0
1259,초등학교,남정초교(병설유치원),용산구,126.9648033,37.53567338,0,0,0,0,0.0
1276,초등학교,신원초교,양천구,126.829864,37.529559000000006,0,0,0,0,0.0
1566,초등학교,오륜초등학교,송파구,127.1345084357,37.5124246492,0,0,0,0,0.0
1565,초등학교,오금초등학교,송파구,127.1323304746,37.508866342,0,0,0,0,0.0
1397,초등학교,성자초등학교,광진구,127.08340832350001,37.5314935711,0,0,0,0,0.0
1274,유치원,계성유치원,용산구,126.95278149299999,37.5358604644,0,0,0,0,0.0
1396,초등학교,구남초등학교,광진구,127.090076,37.537156,0,0,0,0,0.0
1563,초등학교,아주초등학교,송파구,127.0757669,37.50582752,0,0,0,0,0.0
1275,초등학교,강신초교,양천구,126.82958700000002,37.542099708,0,0,0,0,0.0
1395,초등학교,광남초등학교,광진구,127.1006652891,37.540788085500004,0,0,0,0,0.0
1277,초등학교,양강초교,양천구,126.847852,37.524234,0,0,0,0,0.0
1260,초등학교,이태원초교,용산구,126.9876718,37.53647807,0,0,0,0,0.0
1278,초등학교,양원초교,양천구,126.823106,37.538217,0,0,0,0,0.0
1492,유치원,무지개유치원,노원구,127.07871609999998,37.664554,0,0,0,0,0.0
1394,초등학교,경복초등학교,광진구,127.08679335020001,37.5498138606,0,0,0,0,0.0
1393,초등학교,성동초등학교,광진구,127.08928102670001,37.5332813682,0,0,0,0,0.0
1282,초등학교,계남초교,양천구,126.860017,37.510169,0,0,0,0,0.0
1392,초등학교,용마초등학교,광진구,127.08352741700001,37.5578273465,0,0,0,0,0.0
1496,유치원,서초,서초구,127.016217,37.456085,0,0,0,0,0.0
1287,초등학교,양명초교,양천구,126.856634,37.516375,0,0,0,0,0.0
1567,초등학교,잠동초등학교,송파구,127.0999323245,37.5183371085,0,0,0,0,0.0
1568,초등학교,잠실초등학교,송파구,127.1113101,37.5201866,0,0,0,0,0.0
1490,유치원,키즈위즈유치원,노원구,127.0785356,37.661059,0,0,0,0,0.0
1489,유치원,풍천유치원,노원구,127.060982,37.661121,0,0,0,0,0.0
1482,어린이집,상계삼성어린이집,노원구,127.06590590000002,37.661259,0,0,0,0,0.0
1261,초등학교,청파초교(병설유치원),용산구,126.963544,37.5473031,0,0,0,0,0.0
1262,초등학교,후암초교,용산구,126.9817258,37.55136541,0,0,0,0,0.0
1574,초등학교,평화초등학교,송파구,127.1228091,37.4915664906,0,0,0,0,0.0
1263,초등학교,금양초교,용산구,126.9618318,37.5409415,0,0,0,0,0.0
1264,초등학교,삼광초교,용산구,126.9765936,37.5477533,0,0,0,0,0.0
1265,초등학교,신광초교,용산구,126.9703507,37.53859775,0,0,0,0,0.0
1266,초등학교,용산초교,용산구,126.9725506245,37.5356134429,0,0,0,0,0.0
1401,초등학교,중광초등학교,광진구,127.0826930095,37.5652421437,0,0,0,0,0.0
1400,초등학교,용곡초등학교,광진구,127.0884529841,37.5671086161,0,0,0,0,0.0
1399,초등학교,신양초등학교,광진구,127.0699952764,37.5346820949,0,0,0,0,0.0
1269,유치원,일민유치원,용산구,126.9501826258,37.5344326622,0,0,0,0,0.0
1270,유치원,도원유치원,용산구,126.95786332670001,37.53877767,0,0,0,0,0.0
1571,초등학교,잠현초등학교,송파구,127.104713,37.52258569,0,0,0,0,0.0
1271,유치원,복자유치원,용산구,126.9781812,37.55200632,0,0,0,0,0.0
1398,초등학교,세종초등학교,광진구,127.0728646295,37.5530110986,0,0,0,0,0.0
1488,유치원,온누리유치원,노원구,127.0543182,37.66691522,0,0,0,0,0.0
0,초등학교,화랑초교,노원구,127.093803,37.626918,0,0,0,0,0.0
834,초등학교,서울면중초등학교,중랑구,127.0965491,37.582402,0,0,0,0,0.0
1167,어린이집,태양어린이집,동대문구,127.0453445,37.57405193,0,0,0,0,0.0
395,유치원,유정유치원,강남구,127.09494209999998,37.48300739,0,0,0,0,0.0
354,초등학교,대진초등학교,강남구,127.0780785,37.497027,0,0,0,0,0.0
355,초등학교,수서초등학교,강남구,127.101549,37.49115058,0,0,0,0,0.0
356,초등학교,압구정초등학교,강남구,127.0308413,37.53173902,0,0,0,0,0.0
359,초등학교,왕북초등학교,강남구,127.086039,37.4863299,0,0,0,0,0.0
360,초등학교,대청초등학교,강남구,127.0877676,37.493117,0,0,0,0,0.0
366,특수학교,밀알학교,강남구,127.0820739,37.48578132,0,0,0,0,0.0
370,어린이집,한별어린이집,강남구,127.0555131,37.51175900000001,0,0,0,0,0.0
374,어린이집,논현어린이집,강남구,127.026898,37.51102773,0,0,0,0,0.0
382,유치원,소망유치원,강남구,127.1056314,37.48797908,0,0,0,0,0.0
384,유치원,푸른유치원,강남구,127.0811005,37.48479809,0,0,0,0,0.0
387,유치원,반디유치원,강남구,127.0981867,37.48790982,0,0,0,0,0.0
389,유치원,성결유치원,강남구,127.035354,37.511421,0,0,0,0,0.0
394,유치원,수서초등학교병설유치원,강남구,127.101549,37.49115058,0,0,0,0,0.0
396,유치원,아란유치원,강남구,127.0292754,37.53153399,0,0,0,0,0.0
445,어린이집,GKL행복어린이집,강남구,127.051243,37.51043221,0,0,0,0,0.0
400,초등학교,대왕초등학교,강남구,127.1055895,37.46462136,0,0,0,0,0.0
404,초등학교,봉은초등학교,강남구,127.060981,37.52008278,0,0,0,0,0.0
406,초등학교,청담초등학교,강남구,127.0451534,37.52828178,0,0,0,0,0.0
409,초등학교,신구초등학교,강남구,127.0239915,37.5233613,0,0,0,0,0.0
411,초등학교,영희초등학교,강남구,127.0811312,37.49230166,0,0,0,0,0.0
412,초등학교,일원초등학교,강남구,127.0763251,37.48978925,0,0,0,0,0.0
417,유치원,이화유치원,강남구,127.075096,37.495751,0,0,0,0,0.0
421,초등학교,난향초등학교,관악구,126.918336,37.46282,0,0,0,0,0.0
422,초등학교,남부초등학교,관악구,126.922117,37.485121,0,0,0,0,0.0
423,초등학교,당곡초등학교,관악구,126.930369,37.490168,0,0,0,0,0.0
438,어린이집,보미나어린이집,강남구,127.0285346,37.51150308,0,0,0,0,0.0
442,어린이집,수서어린이집,강남구,127.099054,37.486135,0,0,0,0,0.0
443,어린이집,일원어린이집,강남구,127.078254,37.483221,0,0,0,0,0.0
353,초등학교,대모초등학교,강남구,127.0859937,37.48059953,0,0,0,0,0.0
351,초등학교,구룡초등학교,강남구,127.051773,37.48119613,0,0,0,0,0.0
350,어린이집,자람어린이집,강남구,127.082926,37.491666,0,0,0,0,0.0
349,어린이집,목련어린이집,강남구,127.077734,37.494007,0,0,0,0,0.0
280,초등학교,전곡초교,동대문구,127.0560126,37.58070438,0,0,0,0,0.0
281,초등학교,전농초교,동대문구,127.0543327,37.57472977,0,0,0,0,0.0
282,초등학교,전동초교,동대문구,127.06080690000002,37.57908644,0,0,0,0,0.0
283,유치원,전동초교병설유치원,동대문구,127.06080690000002,37.57908644,0,0,0,0,0.0
284,초등학교,이문초교,동대문구,127.0648841,37.60189478,0,0,0,0,0.0
285,유치원,이문초교병설유치원,동대문구,127.0648841,37.60189478,0,0,0,0,0.0
286,초등학교,휘경초교,동대문구,127.0582128,37.58576220000001,0,0,0,0,0.0
287,유치원,현대경복유치원,서대문구,126.951501,37.58631551,0,0,0,0,0.0
288,유치원,홍제성당유치원,서대문구,126.9436543,37.590144,0,0,0,0,0.0
289,유치원,금화초교(병설)유치원,서대문구,126.9629404,37.568806,0,0,0,0,0.0
290,유치원,북성초교(단설)유치원,서대문구,126.951959,37.559433,0,0,0,0,0.0
291,유치원,인왕초교(병설)유치원,서대문구,126.94480459999998,37.59021925,0,0,0,0,0.0
292,유치원,홍제초교(병설)유치원,서대문구,126.9454227,37.59350636,0,0,0,0,0.0
297,어린이집,예일어린이집,강동구,127.1339492,37.5229326,0,0,0,0,0.0
314,초등학교,신우초등학교,관악구,126.932537,37.463265,0,0,0,0,0.0
318,초등학교,삼성초등학교,관악구,126.940495,37.468521,0,0,0,0,0.0
321,초등학교,은천초등학교,관악구,126.942678,37.486585,0,0,0,0,0.0
323,초등학교,신성초등학교,관악구,126.936752,37.472004,0,0,0,0,0.0
324,초등학교,봉현초등학교,관악구,126.955588,37.49124000000001,0,0,0,0,0.0
326,초등학교,조원초등학교,관악구,126.909514,37.48412800000001,0,0,0,0,0.0
327,유치원,건영유치원,관악구,126.914908,37.484844,0,0,0,0,0.0
329,유치원,배꽃유치원,관악구,126.941936,37.485608,0,0,0,0,0.0
330,유치원,소슬유치원,관악구,126.948407,37.489766,0,0,0,0,0.0
333,유치원,현대유치원,관악구,126.958219,37.492717,0,0,0,0,0.0
335,유치원,새소슬유치원,관악구,126.948407,37.489742,0,0,0,0,0.0
341,어린이집,강일어린이집,강동구,127.17857990000002,37.56911869,0,0,0,0,0.0
347,어린이집,세정어린이집,강동구,127.1557401,37.56063437,0,0,0,0,0.0
444,어린이집,압구정어린이집,강남구,127.0322635,37.523923,0,0,0,0,0.0
446,어린이집,압구정아람어린이집,강남구,127.0356146,37.52934822,0,0,0,0,0.0
616,초등학교,서울금성초등학교,중랑구,127.0898591,37.61531395,0,0,0,0,0.0
586,유치원,성보나유치원,강동구,127.1694389,37.5603217,0,0,0,0,0.0
540,유치원,명덕유치원,강동구,127.1531555,37.5598384,0,0,0,0,0.0
541,유치원,강덕초병설유치원,강동구,127.1604836,37.55954748,0,0,0,0,0.0
545,초등학교,상일초등학교,강동구,127.1726635,37.54757217,0,0,0,0,0.0
552,초등학교,위례초등학교,강동구,127.1394366,37.5223146,0,0,0,0,0.0
556,초등학교,한산초등학교,강동구,127.14107690000002,37.52869458,0,0,0,0,0.0
561,초등학교,노량진초등학교,동작구,126.9408222,37.51175119,0,0,0,0,0.0
563,초등학교,동작초등학교,동작구,126.97651090000002,37.49411478,0,0,0,0,0.0
564,초등학교,문창초등학교,동작구,126.9148425,37.48898312,0,0,0,0,0.0
568,어린이집,하늘빛,도봉구,127.0440422,37.677656,0,0,0,0,0.0
569,초등학교,고일초등학교,강동구,127.1694101,37.55154262,0,0,0,0,0.0
572,초등학교,둔촌초등학교,강동구,127.1374348,37.52624852,0,0,0,0,0.0
576,초등학교,묘곡초등학교,강동구,127.15309340000002,37.55871279,0,0,0,0,0.0
577,초등학교,고현초등학교,강동구,127.1660305,37.55380091,0,0,0,0,0.0
589,초등학교,강일초등학교,강동구,127.1772125,37.56525568,0,0,0,0,0.0
448,어린이집,강남어린이집,강남구,127.075096,37.495751,0,0,0,0,0.0
590,초등학교,고덕초등학교,강동구,127.1660799,37.56129361,0,0,0,0,0.0
592,유치원,인왕유치원,서대문구,126.949475,37.58547131,0,0,0,0,0.0
594,초등학교,강명초등학교,강동구,127.1733219,37.55470604,0,0,0,0,0.0
595,초등학교,강솔초등학교,강동구,127.1802689,37.56186818,0,0,0,0,0.0
596,초등학교,경기초등학교,서대문구,126.9628608,37.5651102,0,0,0,0,0.0
597,초등학교,대신초등학교,서대문구,126.9480383,37.55794755,0,0,0,0,0.0
598,초등학교,미동초등학교,서대문구,126.96588590000002,37.56334876,0,0,0,0,0.0
599,초등학교,북성초등학교,서대문구,126.951959,37.559433,0,0,0,0,0.0
600,초등학교,안산초등학교,서대문구,126.9522121,37.5791691,0,0,0,0,0.0
601,초등학교,연희초등학교,서대문구,126.93414380000002,37.56904764,0,0,0,0,0.0
602,초등학교,홍은초등학교,서대문구,126.949458,37.59754099,0,0,0,0,0.0
605,유치원,한양제일유치원,서대문구,126.94723700000002,37.58327551,0,0,0,0,0.0
607,초등학교,강덕초등학교,강동구,127.1604836,37.55954748,0,0,0,0,0.0
534,초등학교,신남성초등학교,동작구,126.9648709,37.48815083,0,0,0,0,0.0
528,초등학교,고척초등학교,구로구,126.856994,37.50094667,0,0,0,0,0.0
522,유치원,예쁨유치원,구로구,126.8174398,37.495235,0,0,0,0,0.0
521,유치원,영서초병설유치원,구로구,126.89558390000002,37.48896046,0,0,0,0,0.0
451,어린이집,바롬어린이집,강남구,127.036309,37.525305,0,0,0,0,0.0
454,어린이집,해맑은어린이집,강남구,127.0513054,37.478521,0,0,0,0,0.0
455,어린이집,대청어린이집,강남구,127.08351299999998,37.490853,0,0,0,0,0.0
456,어린이집,충현어린이집,강남구,127.0376163,37.50532685,0,0,0,0,0.0
457,어린이집,세곡햇빛어린이집,강남구,127.111611,37.476549,0,0,0,0,0.0
459,어린이집,미담어린이집,강남구,127.0844599,37.48402087,0,0,0,0,0.0
464,어린이집,문화어린이집,동작구,126.9724116,37.4851433,0,0,0,0,0.0
467,유치원,위례초병설유치원,강동구,127.1394366,37.5223146,0,0,0,0,0.0
468,유치원,둘리유치원,강동구,127.17218390000002,37.55081671,0,0,0,0,0.0
469,유치원,고덕유치원,강동구,127.1692477,37.55111218,0,0,0,0,0.0
470,유치원,색동유치원,강동구,127.168472,37.5529037,0,0,0,0,0.0
472,유치원,강동유정유치원,강동구,127.1749825,37.5505854,0,0,0,0,0.0
473,유치원,강일늘사랑유치원,강동구,127.1783206,37.56314695,0,0,0,0,0.0
474,특수학교,주몽학교,강동구,127.1633757,37.54619875,0,0,0,0,0.0
475,특수학교,한국구화학교,강동구,127.158909,37.5582554,0,0,0,0,0.0
477,어린이집,상일어린이집,강동구,127.1656874,37.5562973,0,0,0,0,0.0
486,초등학교,상현초등학교,동작구,126.9526684,37.49487529,0,0,0,0,0.0
492,유치원,상아유치원,동작구,126.9446241,37.4975519,0,0,0,0,0.0
495,유치원,양문유치원,동작구,126.9073747,37.4891543,0,0,0,0,0.0
501,유치원,행복유치원,동작구,126.941139,37.4956159,0,0,0,0,0.0
502,유치원,신남성초교 병설유치원,동작구,126.9648709,37.48815083,0,0,0,0,0.0
505,유치원,하랑숲유치원,동작구,126.9817887,37.4960102,0,0,0,0,0.0
507,어린이집,양지어린이집,동작구,126.9720666,37.48858884,0,0,0,0,0.0
509,유치원,고척초병설유치원,구로구,126.856994,37.50094667,0,0,0,0,0.0
511,유치원,동정성모유치원,구로구,126.8283576,37.4904876,0,0,0,0,0.0
516,유치원,사랑유치원,구로구,126.8763484,37.50626346,0,0,0,0,0.0
520,유치원,신미림초병설유치원,구로구,126.87955259999998,37.50714192,0,0,0,0,0.0
279,초등학교,배봉초교,동대문구,127.0668713,37.58008059,0,0,0,0,0.0
278,초등학교,홍릉초교,동대문구,127.0477047,37.59068743,0,0,0,0,0.0
277,초등학교,청량초교,동대문구,127.055908,37.59230922,0,0,0,0,0.0
153,어린이집,노벨어린이집,성북구,126.9970655,37.60840132,0,0,0,0,0.0
88,특수학교,인강,도봉구,127.0421215,37.69452020000001,0,0,0,0,0.0
90,초등학교,청덕초등학교,성북구,127.0003392,37.61204229999999,0,0,0,0,0.0
